O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand,Normalized_Tool_Name
15-1252.00,Software Developers,Tableau,2.E.6.m,Business intelligence and data analysis software,Y,N,Tableau
15-1252.00,Software Developers,Talend Big Data Integration,2.E.6.d,Data base management system software,N,N,Talend Big Data Integration
15-1252.00,Software Developers,Talend Data Fabric,2.E.6.i,Metadata management software,N,N,Talend Data Fabric
15-1252.00,Software Developers,TensorFlow,2.E.9.d,Analytical or scientific software,Y,N,TensorFlow
15-1252.00,Software Developers,Teradata Database,2.E.6.d,Data base management system software,Y,N,Teradata Database
15-1252.00,Software Developers,Test design software,2.E.7.f,Program testing software,N,N,Test design software
15-1252.00,Software Developers,Test implementation software,2.E.7.f,Program testing software,N,N,Test implementation software
15-1252.00,Software Developers,The MathWorks MATLAB,2.E.9.d,Analytical or scientific software,Y,N,The MathWorks MATLAB
15-1252.00,Software Developers,Transact-SQL,2.E.6.f,Data base user interface and query software,Y,N,Transact-SQL
15-1252.00,Software Developers,Trimble SketchUp Pro,2.E.4.b,Graphics or photo imaging software,Y,N,Trimble SketchUp Pro
15-1252.00,Software Developers,TypeScript,2.E.7.e,Object or component oriented development software,Y,Y,TypeScript
15-1252.00,Software Developers,Ubuntu,2.E.13.c,Operating system software,N,N,Ubuntu
15-1252.00,Software Developers,Unified modeling language UML,2.E.7.g,Requirements analysis and system architecture software,N,N,Unified modeling language UML
15-1252.00,Software Developers,Unit testing software,2.E.7.f,Program testing software,N,N,Unit testing software
15-1252.00,Software Developers,UNIX,2.E.13.c,Operating system software,Y,N,UNIX
15-1252.00,Software Developers,UNIX Shell,2.E.13.c,Operating system software,Y,N,UNIX Shell
15-1252.00,Software Developers,Usability testing software,2.E.7.f,Program testing software,N,N,Usability testing software
15-1252.00,Software Developers,Verilog,2.E.7.b,Development environment software,N,N,Verilog
15-1252.00,Software Developers,Veritas NetBackup,2.E.15.f,Backup or archival software,N,N,Veritas NetBackup
15-1252.00,Software Developers,Version control software,2.E.5.c,File versioning software,N,N,Version control software
15-1252.00,Software Developers,Virtual private networking VPN software,2.E.14.c,Network security and virtual private network VPN equipment software,N,N,Virtual private networking VPN software
15-1252.00,Software Developers,Visible Razor,2.E.7.a,Configuration management software,N,N,Visible Razor
15-1252.00,Software Developers,VMware,2.E.6.b,Clustering software,N,N,VMware
15-1252.00,Software Developers,Voice over internet protocol VoIP system software,2.E.11.d,Internet protocol IP multimedia subsystem software,N,N,Voice over internet protocol VoIP system software
15-1252.00,Software Developers,Vue.js,2.E.7.h,Web platform development software,Y,N,Vue.js
15-1252.00,Software Developers,Web application software,2.E.7.b,Development environment software,N,N,Web application software
15-1252.00,Software Developers,Web server software,2.E.6.l,Transaction server software,N,N,Web server software
15-1252.00,Software Developers,Web service definition language WDSL,2.E.7.b,Development environment software,N,N,Web service definition language WDSL
15-1252.00,Software Developers,Win CE,2.E.13.c,Operating system software,N,N,Win CE
15-1252.00,Software Developers,Wind River VxWorks,2.E.13.c,Operating system software,N,N,Wind River VxWorks
15-1252.00,Software Developers,Wireshark,2.E.11.a,Network monitoring software,N,N,Wireshark
15-1252.00,Software Developers,WordPress,2.E.4.g,Web page creation and editing software,Y,N,WordPress
15-1252.00,Software Developers,Workday software,2.E.2.b,Enterprise resource planning ERP software,Y,N,Workday software
15-1252.00,Software Developers,Xcode,2.E.7.b,Development environment software,N,N,Xcode
15-1252.00,Software Developers,XML Path Language XPATH,2.E.7.b,Development environment software,N,N,XML Path Language XPATH
15-1252.00,Software Developers,YouTube,2.E.4.c,Video creation and editing software,N,N,YouTube
15-1252.00,Software Developers,Zoom,2.E.16.b,Video conferencing software,Y,N,Zoom
15-1253.00,Software Quality Assurance Analysts and Testers,3M Post-it App,2.E.4.d,Word processing software,N,N,3M Post-it App
15-1253.00,Software Quality Assurance Analysts and Testers,A programming language APL,2.E.7.b,Development environment software,N,N,A programming language APL
15-1253.00,Software Quality Assurance Analysts and Testers,ABC Compiler,2.E.7.b,Development environment software,N,N,ABC Compiler
15-1253.00,Software Quality Assurance Analysts and Testers,ABC: the AspectBench Compiler for AspectJ,2.E.7.e,Object or component oriented development software,N,N,ABC: the AspectBench Compiler for AspectJ
15-1253.00,Software Quality Assurance Analysts and Testers,Acresso InstallAnywhere,2.E.7.e,Object or component oriented development software,N,N,Acresso InstallAnywhere
15-1253.00,Software Quality Assurance Analysts and Testers,Ada,2.E.7.b,Development environment software,N,N,Ada
15-1253.00,Software Quality Assurance Analysts and Testers,ADO.NET,2.E.6.f,Data base user interface and query software,N,N,ADO.NET
15-1253.00,Software Quality Assurance Analysts and Testers,Adobe Acrobat,2.E.5.b,Document management software,Y,N,Adobe Acrobat
15-1253.00,Software Quality Assurance Analysts and Testers,Adobe ActionScript,2.E.7.b,Development environment software,N,N,Adobe ActionScript
15-1253.00,Software Quality Assurance Analysts and Testers,Adobe After Effects,2.E.4.c,Video creation and editing software,Y,N,Adobe After Effects
15-1253.00,Software Quality Assurance Analysts and Testers,Adobe Creative Cloud software,2.E.4.b,Graphics or photo imaging software,Y,N,Adobe Creative Cloud software
15-1253.00,Software Quality Assurance Analysts and Testers,Adobe Dreamweaver,2.E.4.g,Web page creation and editing software,N,N,Adobe Dreamweaver
15-1253.00,Software Quality Assurance Analysts and Testers,Adobe Flex,2.E.7.h,Web platform development software,N,N,Adobe Flex
15-1253.00,Software Quality Assurance Analysts and Testers,Adobe Illustrator,2.E.4.b,Graphics or photo imaging software,Y,N,Adobe Illustrator
15-1253.00,Software Quality Assurance Analysts and Testers,Adobe InDesign,2.E.4.k,Desktop publishing software,Y,N,Adobe InDesign
15-1253.00,Software Quality Assurance Analysts and Testers,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N,Adobe Photoshop
15-1253.00,Software Quality Assurance Analysts and Testers,Advanced business application programming ABAP,2.E.7.e,Object or component oriented development software,N,N,Advanced business application programming ABAP
15-1253.00,Software Quality Assurance Analysts and Testers,Airtable,2.E.6.f,Data base user interface and query software,N,N,Airtable
15-1253.00,Software Quality Assurance Analysts and Testers,AJAX,2.E.7.h,Web platform development software,Y,N,AJAX
15-1253.00,Software Quality Assurance Analysts and Testers,Algorithmic language ALGOL,2.E.7.b,Development environment software,N,N,Algorithmic language ALGOL
15-1253.00,Software Quality Assurance Analysts and Testers,Allaire ColdFusion,2.E.7.h,Web platform development software,N,N,Allaire ColdFusion
15-1253.00,Software Quality Assurance Analysts and Testers,Amazon Data Pipeline,2.E.6.d,Data base management system software,N,N,Amazon Data Pipeline
15-1253.00,Software Quality Assurance Analysts and Testers,Amazon DynamoDB,2.E.6.d,Data base management system software,Y,N,Amazon DynamoDB
15-1253.00,Software Quality Assurance Analysts and Testers,Amazon Elastic Compute Cloud EC2,2.E.6.f,Data base user interface and query software,Y,N,Amazon Elastic Compute Cloud EC2
15-1253.00,Software Quality Assurance Analysts and Testers,Amazon Kinesis,2.E.6.d,Data base management system software,N,N,Amazon Kinesis
15-1253.00,Software Quality Assurance Analysts and Testers,Amazon Redshift,2.E.6.f,Data base user interface and query software,Y,N,Amazon Redshift
15-1253.00,Software Quality Assurance Analysts and Testers,Amazon Simple Storage Service S3,2.E.12.f,Storage networking software,N,N,Amazon Simple Storage Service S3
15-1253.00,Software Quality Assurance Analysts and Testers,Amazon Web Services AWS CloudFormation,2.E.11.e,Cloud-based management software,Y,N,Amazon Web Services AWS CloudFormation
15-1253.00,Software Quality Assurance Analysts and Testers,Amazon Web Services AWS software,2.E.6.f,Data base user interface and query software,Y,Y,Amazon Web Services AWS software
15-1253.00,Software Quality Assurance Analysts and Testers,American National Standards Institute ANSI C,2.E.7.b,Development environment software,N,N,American National Standards Institute ANSI C
15-1253.00,Software Quality Assurance Analysts and Testers,Ansible software,2.E.1.i,Expert system software,Y,N,Ansible software
15-1253.00,Software Quality Assurance Analysts and Testers,Anti-spyware software,2.E.14.d,Transaction security and virus protection software,N,N,Anti-spyware software
15-1253.00,Software Quality Assurance Analysts and Testers,Antivirus software,2.E.14.d,Transaction security and virus protection software,N,N,Antivirus software
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Ant,2.E.7.b,Development environment software,N,N,Apache Ant
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Avro,2.E.6.h,Information retrieval or search software,N,N,Apache Avro
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Cassandra,2.E.6.d,Data base management system software,Y,N,Apache Cassandra
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Flume,2.E.6.d,Data base management system software,N,N,Apache Flume
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Groovy,2.E.7.e,Object or component oriented development software,N,N,Apache Groovy
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Hadoop,2.E.6.d,Data base management system software,Y,N,Apache Hadoop
15-1253.00,Software Quality Assurance Analysts and Testers,Apache HBase,2.E.6.d,Data base management system software,N,N,Apache HBase
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Hive,2.E.6.f,Data base user interface and query software,Y,N,Apache Hive
15-1253.00,Software Quality Assurance Analysts and Testers,Apache HTTP Server,2.E.6.k,Portal server software,N,N,Apache HTTP Server
15-1253.00,Software Quality Assurance Analysts and Testers,Apache JMeter,2.E.7.e,Object or component oriented development software,N,Y,Apache JMeter
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Kafka,2.E.7.b,Development environment software,Y,N,Apache Kafka
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Maven,2.E.7.b,Development environment software,Y,N,Apache Maven
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Oozie,2.E.6.d,Data base management system software,N,N,Apache Oozie
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Pig,2.E.6.d,Data base management system software,N,N,Apache Pig
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Solr,2.E.6.d,Data base management system software,N,N,Apache Solr
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Spark,2.E.7.e,Object or component oriented development software,Y,N,Apache Spark
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Sqoop,2.E.6.d,Data base management system software,N,N,Apache Sqoop
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Struts,2.E.7.h,Web platform development software,N,N,Apache Struts
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Subversion SVN,2.E.7.b,Development environment software,Y,N,Apache Subversion SVN
15-1253.00,Software Quality Assurance Analysts and Testers,Apache Tomcat,2.E.7.h,Web platform development software,Y,N,Apache Tomcat
15-1253.00,Software Quality Assurance Analysts and Testers,Appium,2.E.7.f,Program testing software,N,Y,Appium
15-1253.00,Software Quality Assurance Analysts and Testers,Apple Cocoa,2.E.7.e,Object or component oriented development software,N,N,Apple Cocoa
15-1253.00,Software Quality Assurance Analysts and Testers,Apple macOS,2.E.13.c,Operating system software,Y,N,Apple macOS
15-1253.00,Software Quality Assurance Analysts and Testers,Apple Safari,2.E.10.e,Internet browser software,Y,N,Apple Safari
15-1253.00,Software Quality Assurance Analysts and Testers,Atlassian Bamboo,2.E.7.c,Enterprise application integration software,N,N,Atlassian Bamboo
15-1253.00,Software Quality Assurance Analysts and Testers,Atlassian Bitbucket,2.E.10.a,Application server software,Y,N,Atlassian Bitbucket
15-1253.00,Software Quality Assurance Analysts and Testers,Atlassian Confluence,2.E.1.e,Project management software,Y,N,Atlassian Confluence
15-1253.00,Software Quality Assurance Analysts and Testers,Atlassian JIRA,2.E.1.e,Project management software,Y,Y,Atlassian JIRA
15-1253.00,Software Quality Assurance Analysts and Testers,Autodesk AutoCAD,2.E.9.c,Computer aided design CAD software,Y,N,Autodesk AutoCAD
15-1253.00,Software Quality Assurance Analysts and Testers,Automated installation software,2.E.7.a,Configuration management software,N,N,Automated installation software
15-1253.00,Software Quality Assurance Analysts and Testers,AWK,2.E.7.b,Development environment software,N,N,AWK
